State,AccountLength,AreaCode,PhoneNumber,InternationalPlan?,VoiceMailPlan?,NumEmailMessages,TotalMorMin,TotalMorCalls,TotalMorCharge,TotalEveMin,TotalEveCalls,TotalEveCharge,TotalNightMin,TotalNightCalls,TotalNightCharge,TotalIntMinutes,TotalIntCalls,TotalIntCharge,CustomerServiceCalls,Churn?
CT,64,415,4069926,Yes,No,0,225.3,134,38.3,108.2,87,9.2,139.6,132,6.28,17.3,9,4.67,1,True
TN,176,415,4182402,No,Yes,23,283.2,130,48.14,162.6,74,13.82,177.7,104,8.0,7.2,6,1.94,1,False
MD,93,510,3843299,Yes,No,0,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,11.1,2,3.0,1,True
WI,84,510,3789090,No,Yes,12,,87,15.25,138.6,73,11.78,165.8,114,7.46,10.7,2,2.89,1,False
SD,138,510,3506473,No,No,0,127.1,102,21.61,247.7,106,21.05,207.7,75,9.35,5.0,3,1.35,3,False
ND,101,415,3794583,No,Yes,28,105.9,132,18.0,231.7,107,19.69,281.3,120,12.66,10.7,5,2.89,1,False
VA,136,408,4115078,No,No,0,142.3,79,24.19,158.0,113,13.43,177.5,75,7.99,6.0,11,1.62,2,False
UT,111,510,3474982,No,No,0,191.3,80,32.52,138.5,94,11.77,246.0,107,11.07,6.4,3,1.73,2,False
MA,132,408,3419274,No,Yes,36,201.9,93,34.32,156.3,75,13.29,131.3,92,5.91,13.7,5,3.7,0,False
SD,128,415,3537461,No,No,0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,14.7,2,3.97,3,False
AL,92,408,3717366,No,Yes,38,242.2,96,41.17,159.7,144,13.57,210.0,108,9.45,8.9,1,2.4,1,False
AL,197,415,3957923,Yes,No,0,127.3,80,21.64,222.3,115,18.9,173.9,95,7.83,13.7,5,3.7,5,True
WV,191,408,3518398,No,No,0,162.0,104,27.54,241.2,120,20.5,210.4,83,9.47,10.9,7,2.94,1,False
SC,99,415,3292204,No,Yes,33,179.1,93,30.45,238.3,102,20.26,165.7,96,7.46,10.6,1,2.86,2,False
FL,106,415,4077507,No,Yes,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,12.3,4,3.32,3,False
KY,88,415,4058075,No,No,0,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,6.4,4,1.73,2,False
UT,78,415,3909698,No,No,0,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,10.2,1,2.75,0,False
NY,98,408,4034917,No,No,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1,False
MS,17,408,3916709,No,Yes,35,198.5,123,33.75,270.6,74,23.0,209.9,130,9.45,8.1,10,2.19,1,False
NH,56,415,3895988,No,Yes,24,121.7,87,20.69,184.0,76,15.64,266.6,98,12.0,12.7,3,3.43,1,False
VA,84,415,3721534,No,No,0,130.2,105,22.13,278.0,60,23.63,305.4,74,13.74,14.0,6,3.78,2,False
VT,95,510,3956369,No,No,0,203.4,96,34.58,168.6,61,14.33,173.0,105,7.79,13.7,3,3.7,2,False
WY,16,415,4003197,No,No,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5,False
NV,76,510,3774169,Yes,No,0,241.0,120,40.97,231.8,96,19.7,220.2,67,9.91,9.9,1,2.67,1,True
WV,93,415,3845343,No,No,0,141.7,95,24.09,221.0,100,18.79,227.1,71,10.22,10.2,3,2.75,0,False
WA,83,408,3384472,No,No,0,134.8,96,22.92,167.2,78,14.21,161.5,123,7.27,7.7,5,2.08,2,False
KS,123,415,3322126,No,No,0,163.1,119,27.73,249.4,51,21.2,168.2,77,7.57,9.0,10,2.43,1,False
VT,64,408,3492157,No,No,0,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,8.9,8,2.4,1,False
OK,82,510,3934823,No,No,0,329.8,73,56.07,208.3,120,17.71,267.1,102,12.02,10.6,6,2.86,0,True
GA,107,510,3852683,No,No,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,1,3.43,2,False
CO,110,510,3458350,No,No,0,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,7.1,4,1.92,1,False
AK,96,408,3344506,No,Yes,29,150.0,91,25.5,159.4,75,13.55,228.1,55,10.26,8.5,3,2.3,1,False
TN,47,415,3323544,No,Yes,30,196.6,93,33.42,241.4,140,20.52,226.0,118,10.17,12.9,4,3.48,2,False
KY,115,510,3805102,No,No,0,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,14.1,4,3.81,2,False
PA,69,415,3956149,No,No,0,143.6,88,24.41,141.8,86,12.05,194.0,83,8.73,10.8,5,2.92,3,False
CT,163,408,3988122,No,Yes,40,231.9,56,39.42,211.8,91,18.0,268.5,74,12.08,12.3,3,3.32,2,False
CT,90,415,3344438,No,No,0,37.8,80,6.43,155.3,105,13.2,175.0,111,7.88,14.2,5,3.83,3,False
MN,98,415,3847459,No,No,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3,False
WY,90,408,3683931,No,Yes,39,94.8,89,16.12,219.1,91,18.62,197.4,65,8.88,11.4,5,3.08,1,False
PA,174,415,3531352,No,Yes,15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,12.4,9,3.35,1,False
OR,95,415,3485725,No,No,0,269.0,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,True
PA,79,415,3652008,No,No,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1,True
OK,123,415,3933635,No,Yes,27,198.7,127,33.78,249.0,105,21.17,173.2,124,7.79,12.5,5,3.38,1,False
VT,99,415,3808727,No,No,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7,True
ID,114,415,3812376,No,No,0,202.1,100,34.36,195.7,102,16.63,291.8,120,13.13,13.3,5,3.59,2,False
PA,141,510,3658114,No,No,0,215.6,113,36.65,200.6,81,17.05,153.8,107,6.92,12.4,6,3.35,1,False
NM,132,408,4155008,No,No,0,169.9,107,28.88,209.4,121,17.8,206.1,79,9.27,11.5,2,3.11,1,False
FL,133,510,3928318,No,No,0,201.7,85,34.29,169.4,116,14.4,286.3,80,12.88,6.0,4,1.62,0,False
TX,133,408,4014007,No,No,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,8.4,3,2.27,4,False
VT,93,510,3387709,No,Yes,32,218.7,117,37.18,115.0,61,9.78,192.7,85,8.67,9.4,5,2.54,2,False
MA,34,415,3741981,No,No,0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11.0,10,2.97,2,True
OR,140,415,3335101,No,No,0,120.3,108,20.45,240.4,84,20.43,216.4,74,9.74,7.7,3,2.08,4,True
DE,96,415,3453734,No,Yes,26,175.8,96,29.89,206.6,84,17.56,178.0,105,8.01,11.1,2,3.0,2,False
FL,144,510,3845004,No,No,0,278.5,95,47.35,240.7,90,20.46,120.0,90,5.4,11.6,5,3.13,1,True
ID,24,408,3419396,No,Yes,29,236.3,105,40.17,190.8,114,16.22,129.0,105,5.81,7.2,2,1.94,3,False
MD,54,415,4086302,No,No,0,273.8,113,46.55,119.6,156,10.17,267.6,117,12.04,11.7,3,3.16,1,False
WV,50,408,3487193,No,No,0,131.1,129,22.29,160.5,94,13.64,206.9,88,9.31,5.6,9,1.51,5,True
ID,92,415,4174063,No,Yes,23,167.4,83,28.46,258.6,129,21.98,116.4,110,5.24,11.2,3,3.02,4,False
NV,96,408,3756911,No,No,0,197.7,68,33.61,250.5,53,21.29,181.2,67,8.15,10.5,3,2.84,3,False
OH,146,415,3583604,No,No,0,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,9.0,7,2.43,2,False
ID,138,415,3397485,Yes,Yes,17,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0,False
SC,102,408,3683078,No,No,0,174.5,73,29.67,213.7,114,18.16,164.7,116,7.41,10.3,5,2.78,4,False
MO,76,510,4187055,No,No,0,129.7,84,22.05,177.5,80,15.09,228.9,87,10.3,7.5,3,2.03,5,True
NE,99,415,3869981,No,No,0,200.0,66,34.0,107.9,104,9.17,,82,10.52,11.4,2,3.08,3,False
NC,83,510,3662541,No,Yes,36,95.9,87,16.3,261.6,105,22.24,228.6,109,10.29,13.3,4,3.59,0,False
ME,36,510,3353110,No,Yes,25,152.8,110,25.98,242.8,67,20.64,147.4,74,6.63,9.1,2,2.46,1,False
MI,70,510,4007809,No,No,0,129.9,102,22.08,208.7,133,17.74,231.4,93,10.41,14.3,3,3.86,1,False
AZ,109,415,4043106,Yes,No,0,268.4,85,45.63,150.6,131,12.8,297.9,84,13.41,9.7,8,2.62,2,True
AZ,100,415,3332337,No,No,0,188.5,152,32.05,148.3,115,12.61,179.8,88,8.09,15.2,5,4.1,2,False
HI,104,408,3536482,No,No,0,170.6,97,29.0,162.1,111,13.78,210.7,131,9.48,6.1,1,1.65,1,False
NJ,106,415,3978162,No,No,0,191.4,124,32.54,200.7,116,17.06,230.1,76,10.35,8.2,3,2.21,1,False
MS,84,510,3806722,No,No,0,75.3,96,12.8,179.9,113,15.29,193.8,134,8.72,12.3,1,3.32,1,False
MA,80,510,3292918,No,No,0,149.8,123,25.47,276.3,75,23.49,241.4,75,10.86,10.9,7,2.94,2,False
SC,100,510,3488022,No,No,0,115.9,87,19.7,111.3,56,9.46,170.2,77,7.66,7.1,4,1.92,1,False
MN,99,408,3884459,No,No,0,128.8,86,21.9,203.9,105,17.33,282.6,131,12.72,14.1,4,3.81,2,False
WV,50,510,3583114,No,No,0,131.7,108,22.39,216.5,103,18.4,196.1,126,8.82,11.0,5,2.97,1,False
MS,105,415,3439654,No,No,0,101.4,48,17.24,159.1,119,13.52,259.2,53,11.66,12.2,2,3.29,1,False
VA,113,415,4019909,No,Yes,23,149.0,104,25.33,235.8,67,20.04,201.8,76,9.08,9.5,5,2.57,4,False
MS,111,415,4049978,No,Yes,36,96.8,123,16.46,170.6,105,14.5,166.0,85,7.47,13.4,4,3.62,2,False
NM,161,408,3978011,No,No,0,107.5,121,18.28,256.4,46,21.79,247.2,131,11.12,12.6,3,3.4,2,False
TX,70,415,3418719,No,No,0,232.8,95,39.58,303.4,111,25.79,255.6,104,11.5,12.9,7,3.48,0,True
HI,97,415,4081242,No,Yes,43,121.1,105,20.59,260.2,115,22.12,222.4,100,10.01,8.3,5,2.24,3,False
WA,130,510,4067726,No,No,0,124.3,70,21.13,270.7,99,23.01,239.5,83,10.78,3.5,6,0.95,0,False
WI,92,415,3512773,No,No,0,157.7,101,26.81,298.6,100,25.38,216.9,99,9.76,13.8,3,3.73,1,False
CO,119,408,3686174,No,No,0,124.3,68,21.13,207.1,88,17.6,157.4,93,7.08,14.8,1,4.0,0,False
NV,115,415,3345029,No,No,0,286.4,125,48.69,205.7,74,17.48,191.4,141,8.61,6.9,6,1.86,1,True
RI,134,415,4131789,No,No,0,141.7,95,24.09,205.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0,False
VA,127,408,4141246,No,Yes,25,173.0,91,29.41,245.8,64,20.89,300.0,99,13.5,4.8,3,1.3,0,False
NJ,80,415,3304978,No,No,0,268.7,120,45.68,301.0,147,25.59,167.0,140,7.52,5.8,1,1.57,2,True
ND,153,415,3861631,No,Yes,31,218.5,130,37.15,134.2,103,11.41,118.9,105,5.35,9.4,6,2.54,0,False
MN,85,415,3631208,No,No,0,255.3,114,43.4,194.6,83,16.54,276.6,78,12.45,3.7,5,1.0,3,False
HI,79,415,3345263,No,No,0,,124,7.12,211.0,95,17.94,237.9,55,10.71,11.4,5,3.08,1,False
ND,35,415,3614137,No,No,0,260.8,87,44.34,258.1,78,21.94,131.3,123,5.91,5.8,2,1.57,1,False
WI,120,408,3748187,No,Yes,26,239.4,94,40.7,259.4,88,22.05,238.0,132,10.71,7.7,3,2.08,0,False
MN,68,510,3701525,No,No,0,,94,38.54,168.4,129,14.31,188.7,117,8.49,10.2,1,2.75,0,False
DC,60,408,3553801,No,No,0,179.3,147,30.48,208.9,89,17.76,248.2,98,11.17,13.5,6,3.65,1,True
KS,120,510,3925605,No,No,0,158.0,110,26.86,197.0,103,16.75,154.9,132,6.97,10.0,5,2.7,1,False
MT,71,510,3631366,No,Yes,23,175.7,82,29.87,258.9,136,22.01,268.4,154,12.08,14.1,7,3.81,1,False
WV,124,415,3585274,No,No,0,157.4,107,26.76,167.8,112,14.26,188.8,102,8.5,8.8,3,2.38,3,False
ME,23,510,3769607,No,No,0,113.1,74,19.23,168.8,95,14.35,262.9,126,11.83,6.9,2,1.86,1,True
WY,225,415,3741213,No,No,0,182.7,142,31.06,246.5,63,20.95,218.0,103,9.81,8.8,2,2.38,1,False
NY,181,415,4218537,Yes,No,0,161.3,83,27.42,124.4,83,10.57,262.0,98,11.79,14.1,3,3.81,0,True
VT,63,415,3515576,No,No,0,142.5,92,24.23,208.3,102,17.71,228.9,120,10.3,7.5,2,2.03,2,False
NC,54,415,4077258,Yes,No,0,190.5,108,32.39,259.7,108,22.07,141.5,111,6.37,9.7,2,2.62,2,True
MO,80,408,4054420,Yes,Yes,15,159.3,110,27.08,170.6,120,14.5,141.2,82,6.35,11.9,5,3.21,1,False
NC,118,408,3402855,Yes,Yes,39,153.8,106,26.15,123.3,111,10.48,117.8,103,5.3,9.2,6,2.48,1,False
NJ,42,408,3428002,Yes,No,0,180.7,127,30.72,174.6,94,14.84,165.3,114,7.44,12.0,6,3.24,2,False
OH,134,408,3556826,No,No,0,202.7,105,34.46,224.9,90,19.12,253.9,108,11.43,12.1,7,3.27,0,False
TX,66,415,4023886,No,Yes,35,190.8,100,32.44,261.3,93,22.21,209.5,108,9.43,8.9,6,2.4,0,False
WA,66,415,3365900,No,No,0,205.1,102,34.87,232.7,109,19.78,259.9,95,11.7,9.2,6,2.48,2,False
TN,127,415,3397684,No,Yes,28,235.6,124,40.05,236.8,113,20.13,241.2,127,10.85,7.7,2,2.08,1,False
HI,146,510,3902433,No,No,0,189.3,77,32.18,155.9,128,13.25,186.0,83,8.37,7.4,3,2.0,0,False
WY,93,408,3607246,No,Yes,42,166.9,101,28.37,273.2,84,23.22,171.0,106,7.69,11.5,1,3.11,1,False
CT,77,415,3356508,No,No,0,245.2,87,41.68,254.1,83,21.6,239.4,91,10.77,7.5,4,2.03,0,True
NM,111,415,3486720,No,No,0,132.6,125,22.54,221.1,67,18.79,127.9,101,5.76,12.7,2,3.43,4,True
NJ,125,415,4066400,No,No,0,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2,False
AL,115,510,3907370,No,Yes,14,192.3,86,32.69,88.7,90,7.54,229.4,120,10.32,10.5,3,2.84,2,False
MN,115,510,3905055,Yes,No,0,122.0,110,20.74,220.2,100,18.72,179.7,124,8.09,10.8,2,2.92,2,True
NC,114,408,4057542,No,No,0,193.0,101,32.81,250.0,81,21.25,133.3,79,6.0,9.6,2,2.59,2,False
OH,106,415,3644927,No,No,0,158.6,112,26.96,220.0,114,18.7,252.9,106,11.38,9.1,3,2.46,0,False
ND,118,415,3293458,No,Yes,39,91.5,125,15.56,219.9,113,18.69,229.0,99,10.31,12.7,8,3.43,2,False
CO,59,510,3313842,No,No,0,153.6,92,26.11,205.5,88,17.47,114.5,89,5.15,12.5,10,3.38,1,False
ND,87,415,3434147,Yes,Yes,40,221.6,79,37.67,157.1,74,13.35,222.4,124,10.01,11.5,3,3.11,1,False
NY,21,415,3352274,No,No,0,244.7,81,41.6,168.0,117,14.28,281.5,87,12.67,6.6,1,1.78,1,False
WI,142,408,3433227,No,Yes,24,239.8,103,40.77,285.9,65,24.3,256.7,106,11.55,9.5,4,2.57,0,False
WY,62,415,3366907,No,No,0,172.4,132,29.31,230.5,100,19.59,228.2,109,10.27,11.0,5,2.97,0,False
OR,149,415,3311391,No,No,0,242.5,83,41.23,245.4,97,20.86,219.6,80,9.88,10.0,3,2.7,3,True
CO,54,510,3601643,No,Yes,39,117.6,82,19.99,159.2,60,13.53,236.4,113,10.64,11.3,10,3.05,2,False
LA,112,510,4102518,No,No,0,174.5,127,29.67,259.3,71,22.04,170.5,120,7.67,11.3,7,3.05,1,False
AL,68,510,3444970,No,No,0,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,12.0,7,3.24,1,False
TX,201,415,4081486,No,Yes,21,192.0,97,32.64,239.1,81,20.32,116.1,125,5.22,15.1,3,4.08,1,False
PA,88,510,3961648,No,No,0,218.2,76,37.09,169.3,60,14.39,141.1,99,6.35,8.0,1,2.16,1,False
IL,85,415,3912022,No,Yes,29,144.6,97,24.58,140.0,102,11.9,165.4,148,7.44,10.9,3,2.94,1,False
DE,51,415,4206465,Yes,No,0,153.6,108,26.11,232.9,85,19.8,214.2,92,9.64,14.1,4,3.81,0,True
MO,45,510,3982628,No,Yes,29,135.8,104,23.09,222.5,101,18.91,235.6,92,10.6,7.9,6,2.13,2,False
AR,116,510,4095519,No,No,0,160.7,69,27.32,146.8,106,12.48,287.8,144,12.95,8.2,5,2.21,0,False
OH,146,408,3918554,No,Yes,31,202.5,91,34.43,241.4,108,20.52,169.6,77,7.63,7.8,2,2.11,1,False
WI,63,510,3951693,No,Yes,34,152.2,119,25.87,227.1,91,19.3,195.7,103,8.81,12.3,5,3.32,1,False
GA,133,510,3933194,No,No,0,227.4,90,38.66,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0,False
KY,125,408,3283402,No,No,0,191.6,115,32.57,205.6,108,17.48,210.2,123,9.46,9.2,3,2.48,2,False
OH,72,510,4114781,No,No,0,138.9,111,23.61,211.6,102,17.99,179.5,91,8.08,10.8,3,2.92,1,False
TN,130,408,4012581,No,No,0,127.0,102,21.59,206.9,107,17.59,231.7,99,10.43,6.1,6,1.65,0,False
SD,97,415,3851214,No,No,0,168.6,87,28.66,259.2,105,22.03,279.8,123,12.59,7.3,4,1.97,1,False
NY,54,415,3486853,No,No,0,286.6,73,48.72,223.2,108,18.97,203.7,107,9.17,11.5,5,3.11,1,True
GA,160,415,3418412,No,Yes,29,164.6,121,27.98,262.8,108,22.34,123.8,131,5.57,15.2,4,4.1,1,False
TX,79,415,3308142,No,No,0,144.0,90,24.48,135.8,91,11.54,212.4,129,9.56,13.0,4,3.51,1,False
WV,92,415,3611404,No,Yes,47,141.6,95,24.07,207.9,130,17.67,203.6,95,9.16,10.2,11,2.75,0,False
MI,59,415,3759671,No,No,0,204.3,65,34.73,247.3,123,21.02,214.7,94,9.66,12.0,4,3.24,1,False
ND,132,510,3721824,No,No,0,163.2,80,27.74,167.6,90,14.25,87.5,90,3.94,6.2,10,1.67,1,False
NE,21,510,4083606,No,No,0,225.0,110,38.25,244.2,111,20.76,221.2,93,9.95,10.7,4,2.89,0,False
SD,93,415,3333595,No,No,0,176.1,103,29.94,199.7,130,16.97,263.9,96,11.88,8.5,6,2.3,2,False
NJ,147,415,3797009,No,Yes,36,254.2,78,43.21,,105,19.39,98.0,125,4.41,13.8,7,3.73,5,False
AK,101,510,4114940,No,No,0,174.9,105,29.73,262.0,75,22.27,210.0,93,9.45,8.5,5,2.3,1,False
CT,125,415,4097523,Yes,No,0,187.3,118,31.84,160.7,111,13.66,263.8,112,11.87,9.6,2,2.59,0,True
CO,63,415,4086725,No,No,0,211.8,84,36.01,230.9,137,19.63,217.1,99,9.77,10.7,9,2.89,3,False
MD,107,415,3502384,No,No,0,241.9,102,41.12,126.9,117,10.79,185.6,92,8.35,11.7,6,3.16,0,False
ND,110,408,3481706,No,No,0,,103,33.34,199.7,123,16.97,135.9,71,6.12,12.9,1,3.48,3,False
NH,83,415,4156145,No,No,0,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3,False
MN,117,408,3733731,No,No,0,161.6,104,27.47,196.3,119,16.69,294.8,111,13.27,13.8,2,3.73,1,False
KY,124,415,3413349,No,No,0,194.0,103,32.98,241.0,116,20.49,227.5,153,10.24,11.9,5,3.21,0,False
NH,115,510,3998859,No,No,0,109.7,148,18.65,223.8,87,19.02,240.3,96,10.81,15.4,8,4.16,3,False
CO,156,408,3774518,Yes,No,0,277.0,119,47.09,238.3,106,20.26,94.4,96,4.25,8.3,3,2.24,1,False
KY,89,408,3411594,No,No,0,192.1,83,32.66,163.6,88,13.91,169.7,138,7.64,6.1,3,1.65,0,False
KY,72,415,4188770,No,No,0,198.4,147,33.73,216.9,121,18.44,112.8,125,5.08,13.1,4,3.54,0,False
IN,101,415,3329118,No,Yes,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0,False
OR,53,415,3861418,No,No,0,184.8,98,31.42,216.4,125,18.39,141.1,116,6.35,18.4,3,4.97,2,False
SD,116,408,3933535,No,No,0,167.8,119,28.53,142.0,123,12.07,190.7,128,8.58,7.3,4,1.97,2,False
DE,78,408,3289006,No,No,0,139.2,140,23.66,191.4,113,16.27,286.5,125,12.89,11.8,3,3.19,3,False
OR,117,415,4022482,No,Yes,17,221.3,82,37.62,167.6,100,14.25,262.7,87,11.82,4.4,4,1.19,0,False
NE,56,510,4084865,No,No,0,121.6,84,20.67,165.3,115,14.05,243.9,95,10.98,8.9,2,2.4,1,False
OH,123,408,3966247,No,Yes,39,270.4,99,45.97,245.1,110,20.83,108.9,113,4.9,15.4,7,4.16,1,False
OH,127,408,3969462,No,No,0,139.6,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38,2,False
AR,116,415,3969279,No,Yes,23,253.0,78,43.01,138.9,121,11.81,277.8,104,12.5,11.8,3,3.19,2,False
KS,138,510,3638715,No,Yes,26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15.0,3,4.05,1,False
TX,120,415,3561358,No,No,0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11,3,False
WI,102,408,3607839,No,No,0,200.6,106,34.1,152.5,127,12.96,199.4,128,8.97,7.7,2,2.08,3,False
OR,95,415,3648774,No,No,0,167.6,96,28.49,176.0,89,14.96,250.9,113,11.29,13.4,6,3.62,2,False
VA,102,408,3485038,No,No,0,156.5,67,26.61,204.3,103,17.37,141.9,72,6.39,9.9,2,2.67,2,False
AR,89,415,3654728,No,Yes,25,215.1,140,36.57,197.4,69,16.78,162.1,117,7.29,10.6,10,2.86,1,False
CT,50,408,3519037,No,No,0,301.7,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84,1,False
OH,93,415,3979184,No,Yes,42,152.3,90,25.89,267.5,102,22.74,266.9,130,12.01,11.3,5,3.05,7,False
WY,68,510,3984538,No,No,0,195.4,116,33.22,212.1,101,18.03,138.4,134,6.23,15.1,11,4.08,1,False
IL,70,408,3826827,No,No,0,208.7,97,35.48,275.5,83,23.42,182.5,122,8.21,8.0,3,2.16,2,False
MO,138,415,4081340,No,Yes,29,190.1,87,32.32,223.2,123,18.97,256.2,130,11.53,14.2,6,3.83,0,False
DC,141,415,3339511,No,Yes,37,185.4,87,31.52,178.5,128,15.17,218.3,107,9.82,8.0,3,2.16,4,False
MA,112,415,3587379,No,Yes,17,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,0,False
NH,117,510,3971766,Yes,No,0,54.2,100,9.21,303.2,84,25.77,171.8,84,7.73,8.6,2,2.32,1,True
IA,1,408,3312144,No,Yes,26,208.0,115,35.36,185.0,113,15.73,177.7,144,8.0,8.1,9,2.19,1,False
AL,70,415,3457014,No,No,0,230.3,110,39.15,77.9,87,6.62,247.1,105,11.12,13.2,4,3.56,1,False
OR,87,510,3951898,No,Yes,22,240.8,102,40.94,75.9,106,6.45,224.6,115,10.11,7.1,3,1.92,2,False
WV,52,510,3738920,No,Yes,21,195.7,119,33.27,106.2,95,9.03,157.4,94,7.08,5.3,3,1.43,2,False
WA,97,408,3738908,No,No,0,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4,0,True
NV,105,408,4151203,No,No,0,166.1,93,28.24,175.9,106,14.95,243.5,55,10.96,16.2,3,4.37,2,False
SC,77,510,3697017,No,Yes,28,135.9,117,23.1,244.5,102,20.78,207.5,74,9.34,11.5,3,3.11,4,True
NC,80,415,4208435,Yes,No,0,189.1,122,32.15,223.2,92,18.97,269.0,116,12.11,13.9,3,3.75,2,True
NH,120,510,3952579,No,Yes,43,177.9,117,30.24,175.1,70,14.88,161.3,117,7.26,11.5,4,3.11,1,False
WY,54,408,4057850,No,Yes,39,143.9,73,24.46,210.3,117,17.88,129.2,117,5.81,12.5,8,3.38,2,False
FL,148,510,3947710,Yes,No,0,148.2,138,25.19,159.6,123,13.57,197.4,62,8.88,8.6,3,2.32,2,False
PA,119,408,3424122,No,No,0,287.1,115,48.81,159.3,99,13.54,216.8,86,9.76,13.9,1,3.75,2,True
NC,162,408,3401876,No,Yes,26,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,True
MO,85,510,3836095,No,No,0,165.8,96,28.19,190.0,141,16.15,144.0,116,6.48,10.9,3,2.94,5,True
KS,101,510,4131061,No,Yes,25,144.1,144,24.5,167.6,105,14.25,240.0,107,10.8,14.5,3,3.92,1,False
KY,172,415,3435347,No,No,0,172.5,85,29.33,253.1,71,21.51,221.6,113,9.97,5.9,6,1.59,0,False
DE,80,415,3764861,No,No,0,199.8,138,33.97,167.1,91,14.2,271.8,94,12.23,5.5,4,1.49,1,False
WI,67,510,4172265,No,No,0,109.1,134,18.55,142.3,76,12.1,91.2,86,4.1,10.9,5,2.94,2,False
CO,86,408,4197415,No,No,0,171.8,106,29.21,301.7,44,25.64,139.4,108,6.27,9.7,5,2.62,1,False
NM,107,415,4072259,No,No,0,222.3,101,37.79,286.0,111,24.31,249.4,117,11.22,12.1,4,3.27,1,True
DE,133,510,3332906,No,No,0,245.8,102,41.79,264.7,90,22.5,111.7,103,5.03,11.2,7,3.02,0,False
IL,116,510,3607477,No,No,0,164.6,110,27.98,270.6,103,23.0,230.4,109,10.37,8.0,3,2.16,0,False
WA,63,408,3425243,No,No,0,211.7,107,35.99,271.7,77,23.09,203.3,108,9.15,7.4,7,2.0,0,False
MA,119,408,4173999,Yes,Yes,16,147.2,103,25.02,160.1,96,13.61,184.0,120,8.28,7.7,2,2.08,0,True
OH,133,408,3791720,Yes,No,0,254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8.0,3,2.16,0,True
TN,94,408,3683117,Yes,No,0,170.1,113,28.92,271.8,94,23.1,110.7,78,4.98,8.7,4,2.35,1,False
MA,69,510,3525000,No,No,0,195.1,91,33.17,261.5,57,22.23,203.8,90,9.17,11.4,5,3.08,0,False
MI,146,408,4057676,No,No,0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7,True
TX,119,510,3612349,No,No,0,81.9,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4,2,True
NH,142,408,3832901,Yes,Yes,25,191.1,109,32.49,149.6,120,12.72,227.8,60,10.25,9.8,3,2.65,0,False
MD,123,408,3697049,No,No,0,206.9,115,35.17,224.4,86,19.07,197.4,60,8.88,8.3,2,2.24,3,False
MS,101,408,3875533,No,No,0,239.0,156,40.63,273.0,106,23.21,278.2,93,12.52,13.5,8,3.65,1,True
AZ,43,415,3623660,No,No,0,179.3,97,30.48,252.7,126,21.48,227.5,114,10.24,8.0,5,2.16,0,False
IN,69,408,3573577,No,No,0,185.3,91,31.5,219.1,88,18.62,243.6,107,10.96,5.5,5,1.49,0,False
NY,15,510,3943312,Yes,No,0,141.4,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19,2,False
WI,107,510,3958330,No,Yes,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12.0,1,3.24,1,False
